0,L000,3
0,L001,5
0,L002,4
0,L003,1
0,L004,10
0,L005,10
0,L006,5
0,L007,9
0,L008,2
0,L009,5
0,L010,6
0,L011,7
0,L012,0
0,L013,0
0,L014,2
0,L015,1
0,L016,3
0,L017,10
0,L018,3
0,L019,10
0,L020,1
0,L021,16
0,L022,5
0,L023,5
0,L024,0
0,L025,8
0,L026,6
0,L027,10
0,L028,1
0,L029,5
0,L030,2
0,L031,6
0,L032,4
0,L033,5
0,L034,6
0,L035,6
0,L036,2
0,L037,4
0,L038,7
0,L039,7
0,L040,9
0,L041,107
0,L042,9
0,L043,2
0,L044,5
0,L045,4
0,L046,1
0,L047,0
0,L048,9
0,L049,9
0,L050,3
0,L051,5
0,L052,71
0,L053,26
0,L054,8
0,L055,8
0,L056,1
0,L057,8
0,L058,0
0,L059,2
0,L060,3
0,L061,2
0,L062,8
0,L063,9
0,L064,2
0,L065,4
0,L066,2
0,L067,5
0,L068,0
0,L069,4
0,L070,0
0,L071,0
0,L072,9
0,L073,9
0,L074,7
0,L075,3
0,L076,4
0,L077,1
0,L078,2
0,L079,8
0,L080,0
0,L081,7
0,L082,5
0,L083,3
0,L084,4
0,L085,7
0,L086,7
0,L087,5
0,L088,7
0,L089,6
0,L090,6
0,L091,9
0,L092,3
0,L093,3
0,L094,4
0,L095,7
0,L096,8
0,L097,9
0,L098,4
0,L099,3
0,L100,0
0,L101,8
0,L102,9
0,L103,9
0,L104,9
0,L105,5
0,L106,2
0,L107,1
0,L108,7
0,L109,4
0,L110,8
0,L111,4
0,L112,3
0,L113,8
0,L114,1
0,L115,6
0,L116,9
0,L117,5
0,L118,4
0,L119,1
0,L120,2
0,L121,4
0,L122,1
0,L123,84
0,L124,2
0,L125,10
0,L126,18
0,L127,6
0,L128,1
0,L129,9
0,L130,6
0,L131,0
0,L132,0
0,L133,8
0,L134,4
0,L135,3
0,L136,2
0,L137,7
0,L138,52
0,L139,1
0,L140,0
0,L141,0
0,L142,10
0,L143,9
0,L144,9
0,L145,2
0,L146,4
0,L147,68
0,L148,5
0,L149,10
0,L150,3
0,L151,5
0,L152,5
0,L153,4
0,L154,5
0,L155,1
0,L156,5
0,L157,1
0,L158,7
0,L159,3
0,L160,10
0,L161,0
0,L162,10
0,L163,2
0,L164,1
0,L165,1
0,L166,10
0,L167,6
0,L168,6
0,L169,9
0,L170,7
0,L171,1
0,L172,6
0,L173,2
0,L174,4
0,L175,8
0,L176,1
0,L177,1
0,L178,0
0,L179,0
0,L180,5
0,L181,10
0,L182,6
0,L183,6
0,L184,1
0,L185,7
0,L186,10
0,L187,8
0,L188,9
0,L189,6
0,L190,2
0,L191,8
0,L192,7
0,L193,10
0,L194,6
0,L195,6
0,L196,8
0,L197,5
0,L198,1
0,L199,2
1,L000,1
1,L001,9
1,L002,5
1,L003,2
1,L004,8
1,L005,3
1,L006,3
1,L007,5
1,L008,5
1,L009,6
1,L010,5
1,L011,0
1,L012,1
1,L013,5
1,L014,9
1,L015,9
1,L016,4
1,L017,1
1,L018,4
1,L019,10
1,L020,7
1,L021,4
1,L022,38
1,L023,6
1,L024,9
1,L025,1
1,L026,8
1,L027,3
1,L028,2
1,L029,3
1,L030,2
1,L031,4
1,L032,6
1,L033,3
1,L034,10
1,L035,2
1,L036,4
1,L037,1
1,L038,9
1,L039,9
1,L040,5
1,L041,10
1,L042,5
1,L043,4
1,L044,9
1,L045,1
1,L046,0
1,L047,6
1,L048,4
1,L049,4
1,L050,10
1,L051,1
1,L052,8
1,L053,1
1,L054,5
1,L055,7
1,L056,1
1,L057,5
1,L058,5
1,L059,98
1,L060,2
1,L061,1
1,L062,9
1,L063,9
1,L064,4
1,L065,5
1,L066,5
1,L067,5
1,L068,6
1,L069,3
1,L070,7
1,L071,1
1,L072,9
1,L073,9
1,L074,1
1,L075,8
1,L076,8
1,L077,8
1,L078,10
1,L079,9
1,L080,7
1,L081,4
1,L082,5
1,L083,3
1,L084,1
1,L085,4
1,L086,9
1,L087,4
1,L088,3
1,L089,4
1,L090,2
1,L091,5
1,L092,4
1,L093,6
1,L094,8
1,L095,5
1,L096,9
1,L097,0
1,L098,8
1,L099,6
1,L100,7
1,L101,6
1,L102,0
1,L103,6
1,L104,3
1,L105,10
1,L106,10
1,L107,0
1,L108,9
1,L109,1
1,L110,4
1,L111,6
1,L112,2
1,L113,10
1,L114,7
1,L115,2
1,L116,5
1,L117,4
1,L118,8
1,L119,5
1,L120,3
1,L121,7
1,L122,6
1,L123,2
1,L124,10
1,L125,7
1,L126,3
1,L127,10
1,L128,3
1,L129,8
1,L130,5
1,L131,5
1,L132,3
1,L133,6
1,L134,1
1,L135,10
1,L136,7
1,L137,3
1,L138,1
1,L139,7
1,L140,9
1,L141,8
1,L142,10
1,L143,8
1,L144,3
1,L145,0
1,L146,0
1,L147,3
1,L148,103
1,L149,7
1,L150,8
1,L151,5
1,L152,11
1,L153,6
1,L154,2
1,L155,6
1,L156,2
1,L157,0
1,L158,1
1,L159,8
1,L160,3
1,L161,5
1,L162,4
1,L163,6
1,L164,9
1,L165,5
1,L166,2
1,L167,5
1,L168,7
1,L169,0
1,L170,3
1,L171,9
1,L172,9
1,L173,8
1,L174,8
1,L175,6
1,L176,4
1,L177,5
1,L178,9
1,L179,3
1,L180,2
1,L181,0
1,L182,2
1,L183,3
1,L184,2
1,L185,0
1,L186,0
1,L187,29
1,L188,2
1,L189,1
1,L190,2
1,L191,1
1,L192,9
1,L193,3
1,L194,7
1,L195,0
1,L196,1
1,L197,8
1,L198,5
1,L199,4
2,L000,2
2,L001,10
2,L002,6
2,L003,2
2,L004,7
2,L005,3
2,L006,1
2,L007,1
2,L008,65
2,L009,3
2,L010,4
2,L011,5
2,L012,8
2,L013,2
2,L014,4
2,L015,5
2,L016,3
2,L017,6
2,L018,2
2,L019,0
2,L020,2
2,L021,8
2,L022,2
2,L023,3
2,L024,4
2,L025,8
2,L026,4
2,L027,2
2,L028,2
2,L029,8
2,L030,90
2,L031,6
2,L032,7
2,L033,9
2,L034,9
2,L035,8
2,L036,2
2,L037,1
2,L038,0
2,L039,3
2,L040,4
2,L041,6
2,L042,9
2,L043,10
2,L044,6
2,L045,4
2,L046,8
2,L047,9
2,L048,80
2,L049,3
2,L050,10
2,L051,1
2,L052,2
2,L053,0
2,L054,9
2,L055,6
2,L056,7
2,L057,2
2,L058,0
2,L059,5
2,L060,10
2,L061,0
2,L062,7
2,L063,10
2,L064,6
2,L065,4
2,L066,1
2,L067,27
2,L068,9
2,L069,4
2,L070,5
2,L071,0
2,L072,0
2,L073,3
2,L074,7
2,L075,9
2,L076,8
2,L077,2
2,L078,1
2,L079,10
2,L080,4
2,L081,10
2,L082,1
2,L083,10
2,L084,7
2,L085,6
2,L086,9
2,L087,2
2,L088,1
2,L089,8
2,L090,0
2,L091,2
2,L092,10
2,L093,2
2,L094,8
2,L095,0
2,L096,4
2,L097,4
2,L098,0
2,L099,1
2,L100,9
2,L101,3
2,L102,7
2,L103,10
2,L104,4
2,L105,10
2,L106,3
2,L107,2
2,L108,4
2,L109,7
2,L110,0
2,L111,4
2,L112,5
2,L113,5
2,L114,0
2,L115,97
2,L116,10
2,L117,5
2,L118,8
2,L119,4
2,L120,7
2,L121,7
2,L122,7
2,L123,0
2,L124,6
2,L125,7
2,L126,44
2,L127,3
2,L128,8
2,L129,4
2,L130,1
2,L131,9
2,L132,7
2,L133,8
2,L134,5
2,L135,3
2,L136,0
2,L137,10
2,L138,1
2,L139,8
2,L140,24
2,L141,10
2,L142,7
2,L143,22
2,L144,1
2,L145,8
2,L146,9
2,L147,2
2,L148,5
2,L149,3
2,L150,0
2,L151,0
2,L152,1
2,L153,1
2,L154,3
2,L155,2
2,L156,4
2,L157,10
2,L158,10
2,L159,3
2,L160,8
2,L161,4
2,L162,4
2,L163,5
2,L164,6
2,L165,9
2,L166,5
2,L167,6
2,L168,7
2,L169,1
2,L170,0
2,L171,9
2,L172,1
2,L173,1
2,L174,55
2,L175,3
2,L176,0
2,L177,5
2,L178,8
2,L179,0
2,L180,7
2,L181,6
2,L182,10
2,L183,4
2,L184,7
2,L185,9
2,L186,10
2,L187,7
2,L188,4
2,L189,10
2,L190,3
2,L191,23
2,L192,0
2,L193,2
2,L194,3
2,L195,9
2,L196,9
2,L197,1
2,L198,3
2,L199,2
3,L000,6
3,L001,1
3,L002,37
3,L003,3
3,L004,49
3,L005,8
3,L006,9
3,L007,2
3,L008,6
3,L009,5
3,L010,2
3,L011,0
3,L012,5
3,L013,0
3,L014,8
3,L015,8
3,L016,9
3,L017,8
3,L018,5
3,L019,4
3,L020,4
3,L021,4
3,L022,10
3,L023,9
3,L024,1
3,L025,6
3,L026,10
3,L027,3
3,L028,3
3,L029,0
3,L030,5
3,L031,3
3,L032,0
3,L033,3
3,L034,2
3,L035,4
3,L036,95
3,L037,8
3,L038,0
3,L039,4
3,L040,2
3,L041,0
3,L042,1
3,L043,6
3,L044,8
3,L045,9
3,L046,0
3,L047,4
3,L048,9
3,L049,9
3,L050,7
3,L051,9
3,L052,7
3,L053,7
3,L054,1
3,L055,1
3,L056,9
3,L057,9
3,L058,3
3,L059,8
3,L060,3
3,L061,10
3,L062,0
3,L063,9
3,L064,0
3,L065,10
3,L066,107
3,L067,5
3,L068,4
3,L069,0
3,L070,1
3,L071,9
3,L072,3
3,L073,1
3,L074,1
3,L075,8
3,L076,9
3,L077,2
3,L078,6
3,L079,1
3,L080,10
3,L081,10
3,L082,10
3,L083,7
3,L084,97
3,L085,7
3,L086,6
3,L087,2
3,L088,2
3,L089,5
3,L090,7
3,L091,3
3,L092,5
3,L093,8
3,L094,9
3,L095,4
3,L096,0
3,L097,1
3,L098,6
3,L099,8
3,L100,8
3,L101,5
3,L102,0
3,L103,2
3,L104,5
3,L105,86
3,L106,2
3,L107,5
3,L108,2
3,L109,7
3,L110,6
3,L111,3
3,L112,4
3,L113,0
3,L114,3
3,L115,3
3,L116,6
3,L117,9
3,L118,6
3,L119,10
3,L120,9
3,L121,0
3,L122,0
3,L123,10
3,L124,8
3,L125,8
3,L126,10
3,L127,1
3,L128,2
3,L129,5
3,L130,4
3,L131,3
3,L132,1
3,L133,1
3,L134,4
3,L135,6
3,L136,10
3,L137,6
3,L138,8
3,L139,3
3,L140,8
3,L141,0
3,L142,60
3,L143,6
3,L144,9
3,L145,5
3,L146,8
3,L147,0
3,L148,1
3,L149,9
3,L150,0
3,L151,5
3,L152,5
3,L153,6
3,L154,0
3,L155,0
3,L156,4
3,L157,3
3,L158,0
3,L159,4
3,L160,0
3,L161,6
3,L162,1
3,L163,7
3,L164,5
3,L165,3
3,L166,5
3,L167,4
3,L168,6
3,L169,1
3,L170,2
3,L171,4
3,L172,3
3,L173,7
3,L174,1
3,L175,4
3,L176,5
3,L177,7
3,L178,2
3,L179,7
3,L180,5
3,L181,0
3,L182,7
3,L183,8
3,L184,5
3,L185,8
3,L186,4
3,L187,9
3,L188,4
3,L189,4
3,L190,10
3,L191,10
3,L192,1
3,L193,7
3,L194,4
3,L195,9
3,L196,6
3,L197,4
3,L198,0
3,L199,3
4,L000,9
4,L001,4
4,L002,8
4,L003,9
4,L004,3
4,L005,6
4,L006,30
4,L007,9
4,L008,3
4,L009,3
4,L010,0
4,L011,8
4,L012,2
4,L013,0
4,L014,6
4,L015,8
4,L016,4
4,L017,2
4,L018,0
4,L019,7
4,L020,3
4,L021,6
4,L022,5
4,L023,9
4,L024,9
4,L025,7
4,L026,0
4,L027,8
4,L028,2
4,L029,3
4,L030,4
4,L031,8
4,L032,3
4,L033,6
4,L034,8
4,L035,1
4,L036,3
4,L037,1
4,L038,10
4,L039,6
4,L040,4
4,L041,10
4,L042,10
4,L043,4
4,L044,6
4,L045,4
4,L046,8
4,L047,0
4,L048,1
4,L049,2
4,L050,4
4,L051,0
4,L052,1
4,L053,0
4,L054,4
4,L055,3
4,L056,28
4,L057,5
4,L058,0
4,L059,1
4,L060,10
4,L061,1
4,L062,7
4,L063,4
4,L064,8
4,L065,4
4,L066,8
4,L067,6
4,L068,9
4,L069,3
4,L070,5
4,L071,0
4,L072,8
4,L073,1
4,L074,6
4,L075,9
4,L076,10
4,L077,4
4,L078,23
4,L079,1
4,L080,3
4,L081,1
4,L082,5
4,L083,9
4,L084,2
4,L085,6
4,L086,1
4,L087,0
4,L088,6
4,L089,4
4,L090,3
4,L091,90
4,L092,7
